,epoch,train_loss,val_loss
0,1,20497.475768321812,0.0
1,2,1174.4199670698817,0.0
2,3,1102.7861939163092,0.0
3,4,1048.3975268626846,0.0
4,5,993.5792553402202,0.0
5,6,956.5912026875811,0.0
6,7,918.4628004110722,0.0
7,8,896.5995443286182,0.0
8,9,863.6124653534341,0.0
9,10,839.537173255842,271.0955430733314
10,11,833.1359961435014,0.0
11,12,815.9551171648742,0.0
12,13,815.7878157469185,0.0
13,14,813.7361041186969,0.0
14,15,808.5476141461527,0.0
15,16,795.4983620253963,0.0
16,17,791.3782663139622,0.0
17,18,787.464235076716,0.0
18,19,776.9465172176185,0.0
19,20,768.8636834938573,229.7013175080834
20,21,770.1375137327118,0.0
21,22,759.5940591135524,0.0
22,23,749.0393071903354,0.0
23,24,738.3003627655187,0.0
24,25,730.9500296694924,0.0
25,26,723.2597884135224,0.0
26,27,718.8950261817146,0.0
27,28,706.8916220363751,0.0
28,29,697.9442049254272,0.0
29,30,693.8175062512913,205.74675946019678
30,31,688.4898394122145,0.0
31,32,680.4749535045574,0.0
32,33,674.4270658483708,0.0
33,34,667.9245132490701,0.0
34,35,665.7525062010061,0.0
35,36,654.5507311154437,0.0
36,37,651.6157386463249,0.0
37,38,640.29649991091,0.0
38,39,641.0626128000073,0.0
39,40,633.7777555783517,192.8018964414664
40,41,631.9524538065921,0.0
41,42,628.4930484401795,0.0
42,43,621.1964906578146,0.0
43,44,616.5367167551437,0.0
44,45,615.9904838915606,0.0
45,46,607.5799801895117,0.0
46,47,604.0419272050887,0.0
47,48,599.4634967503639,0.0
48,49,599.2262196905032,0.0
49,50,588.6465121525276,181.6564160636027
50,51,589.1820749845991,0.0
51,52,590.744562857828,0.0
52,53,583.2032228753886,0.0
53,54,577.7000507023057,0.0
54,55,575.0227876651961,0.0
55,56,572.861844578008,0.0
56,57,568.6326606990583,0.0
57,58,567.8439651456129,0.0
58,59,564.054409381587,0.0
59,60,558.7747638769388,173.6302855042611
60,61,558.7549221268276,0.0
61,62,555.7799730667692,0.0
62,63,554.357617760073,0.0
63,64,553.8995905507552,0.0
64,65,546.6045514155871,0.0
65,66,547.1840409047309,0.0
66,67,543.6902191934023,0.0
67,68,541.0985231086154,0.0
68,69,538.4621279824624,0.0
69,70,538.7802079846385,169.49762198445129
70,71,534.3894355679221,0.0
71,72,534.4049672418055,0.0
72,73,531.4733633097774,0.0
73,74,526.9302251259943,0.0
74,75,526.6700173847344,0.0
75,76,525.4402115927195,0.0
76,77,519.7186586132287,0.0
77,78,521.1888486075751,0.0
78,79,520.0353351761769,0.0
79,80,518.4908531513178,168.6394379674765
80,81,514.0412152614277,0.0
81,82,512.1639466549689,0.0
82,83,514.5086821805098,0.0
83,84,508.84134276298454,0.0
84,85,506.0148448751543,0.0
85,86,504.8379532677826,0.0
86,87,503.3828951992371,0.0
87,88,501.23505233425817,0.0
88,89,500.23605292438003,0.0
89,90,497.38904369459783,164.4278999547972
90,91,493.9152881928986,0.0
91,92,494.6157794120924,0.0
92,93,492.0882176490542,0.0
93,94,493.17632253693296,0.0
94,95,490.32132708467844,0.0
95,96,489.4827080188271,0.0
96,97,485.62703348374174,0.0
97,98,487.25291314358844,0.0
98,99,483.63961586988574,0.0
99,100,481.8285343857783,164.12708385222277
100,101,481.2273858761893,0.0
101,102,479.7078753211075,0.0
102,103,482.01756956080425,0.0
103,104,479.87004695399645,0.0
104,105,475.1689900706693,0.0
105,106,473.8307168730867,0.0
106,107,471.40808922763387,0.0
107,108,472.606177152711,0.0
108,109,468.7746134442111,0.0
109,110,466.1226040670225,164.66092020804635
110,111,469.37393973930904,0.0
111,112,465.8910308705711,0.0
112,113,467.6223663408926,0.0
113,114,465.45670760928874,0.0
114,115,463.52151596890633,0.0
115,116,462.2681553768365,0.0
116,117,458.5867716582834,0.0
117,118,458.85203581985974,0.0
118,119,455.50852460263343,0.0
119,120,457.6008999437041,162.1037099807766
120,121,432.5807224769291,0.0
121,122,421.1907380747957,0.0
122,123,415.6103298277698,0.0
123,124,411.5422146842277,0.0
124,125,410.43700061192123,0.0
125,126,408.0570748797395,0.0
126,127,407.437759591733,0.0
127,128,402.64841421934455,0.0
128,129,403.7595029023744,0.0
129,130,403.79559611110807,151.55301888097216
130,131,399.7469193832256,0.0
131,132,397.00259746807956,0.0
132,133,397.45645509597125,0.0
133,134,396.04835030136877,0.0
134,135,397.42166310780493,0.0
135,136,395.8705317935876,0.0
136,137,396.3539203836715,0.0
137,138,392.5051582115145,0.0
138,139,392.64842268701153,0.0
139,140,392.5649678799673,152.73172977725056
140,141,389.87589953757714,0.0
141,142,389.2628288149805,0.0
142,143,390.1909883558374,0.0
143,144,387.79331362075186,0.0
144,145,389.74454894429175,0.0
145,146,384.12921219504864,0.0
146,147,387.2306828305259,0.0
147,148,385.44095392950834,0.0
148,149,385.84956958105994,0.0
149,150,384.1458110091683,152.86370456801623
150,151,385.3828222172441,0.0
151,152,386.7112475587714,0.0
152,153,386.70299765335466,0.0
153,154,383.4136734975538,0.0
154,155,383.2334432025967,0.0
155,156,382.6008475256337,0.0
156,157,381.27426381161786,0.0
157,158,381.16716695332246,0.0
158,159,382.2049497783728,0.0
159,160,381.0611963455395,151.88501506569997
160,161,379.7860519004308,0.0
161,162,379.0618343340244,0.0
162,163,378.491858134614,0.0
163,164,379.92186906570765,0.0
164,165,375.38270991244025,0.0
165,166,376.8422463456951,0.0
166,167,375.75947941558496,0.0
167,168,376.7060901140633,0.0
168,169,378.29986823203967,0.0
169,170,375.9369271658032,153.69211006060345
170,171,373.0771918931573,0.0
171,172,373.48794036710376,0.0
172,173,373.73849864214804,0.0
173,174,377.8060294102104,0.0
174,175,370.7374590330832,0.0
175,176,374.8208441175684,0.0
176,177,372.009981639634,0.0
177,178,371.01537973825634,0.0
178,179,375.357128767327,0.0
179,180,371.4306163789373,154.09598446388918
180,181,370.58599277872406,0.0
181,182,368.99422033567834,0.0
182,183,368.8244863696009,0.0
183,184,367.55705217622204,0.0
184,185,366.3806718975517,0.0
185,186,369.9146283520805,0.0
186,187,369.1793781005973,0.0
187,188,368.49444082812386,0.0
188,189,366.328953564902,0.0
189,190,369.64139991181474,153.13495747736908
190,191,367.51620307114575,0.0
191,192,365.04969870117293,0.0
192,193,365.68294205595276,0.0
193,194,367.9641778598629,0.0
194,195,364.1237012765257,0.0
195,196,366.7028989205922,0.0
196,197,366.6060669745747,0.0
197,198,366.8613820594467,0.0
198,199,365.0450194132223,0.0
199,200,367.6886555245755,153.2987090090633
200,201,364.25366394388175,0.0
